emis,centre_no,name,quintile,wrote_2014,passed_2014,perc_2014,progressed_2015,wrote_2015,passed_2015,perc_2015,progressed_2016,wrote_2016,passed_2016,perc_2016
200200330,4171060,KULILE J.S.S.,2,50,29,58,0,70,29,41.4,1,70,13,18.6
200100455,4171021,LINDANI SENIOR SECONDARY SCHOOL,3,51,24,47.1,7,46,21,45.7,9,32,13,40.6
200100462,4171046,LONWABO HIGH SCHOOL,3,34,15,44.1,5,26,13,50,22,30,7,23.3
200200377,4171020,LUKHOZI HIGH SCHOOL,3,12,7,58.3,15,43,13,30.2,13,21,16,76.2
200100500,4171022,MASIZAKHE SENIOR SECONDARY SCHOOL,3,26,3,11.5,0,18,7,38.9,0,14,6,42.9
200200457,4171023,MDIBANISO SENIOR SECONDARY SCHOOL,2,39,18,46.2,0,56,28,50,0,62,23,37.1
200200479,4171024,MHLAMBISO HIGH SCHOOL,3,18,11,61.1,4,31,12,38.7,1,27,9,33.3
200200496,4171025,MPAMBANI MZIMBA HIGH SCHOOL,3,42,20,47.6,5,45,21,46.7,3,49,27,55.1
200200560,4171028,NGANGELIZWE SENIOR SECONDARY SCHOOL,2,37,7,18.9,3,33,4,12.1,9,16,6,37.5
200200642,4171029,NOZALISILE SENIOR SECONDARY SCHOOL,3,16,11,68.8,4,30,17,56.7,0,18,11,61.1
200200646,4171030,NTABENKONYANA SENIOR SECONDARY SCHOOL,2,85,53,62.4,34,176,96,54.5,16,154,83,53.9
200200670,4171031,NZULULWAZI HIGH SCOOL,3,54,36,66.7,9,64,47,73.4,10,55,35,63.6
200200684,4171032,PHANDULWAZI AGRICULTURAL HIGH SCHOOL,3,53,47,88.7,0,55,44,80,0,77,70,90.9
200100672,4171033,SAKHULULEKA HIGH SCHOOL,3,87,55,63.2,2,82,45,54.9,10,148,45,30.4
200200782,4171034,SISEKO HIGH SCHOOL,2,56,39,69.6,16,47,18,38.3,5,34,19,55.9
200200790,4171035,SIYABONGA SENIOR SECONDARY SCHOOOL,3,18,9,50,5,33,7,21.2,1,20,11,55
200200828,4171036,TAMSANQA HIGH SCHOOL,2,30,7,23.3,2,28,12,42.9,10,25,13,52
200100771,4171047,TEMPLETON HIGH SCHOOL,4,38,32,84.2,3,33,22,66.7,0,32,24,75
200200843,4171037,THOBELANI SENIOR SECONDARY SCHOOL,3,32,18,56.3,0,25,21,84,0,48,17,35.4
200100908,4171038,THUBALETHU HIGH SCHOOL,4,57,36,63.2,0,83,41,49.4,1,91,48,52.7
200200862,4171039,TYALI HIGH SCHOOL,3,9,4,44.4,3,14,5,35.7,0,9,7,77.8
200100862,4171041,WINTERBERG AGRICULTURAL HIGH SCHOOL,5,37,37,100,0,45,44,97.8,3,48,46,95.8
200200928,4171042,ZANOBUZWE SENIOR SECONDARY SCHOOL,3,19,7,36.8,0,19,7,36.8,0,20,2,10
200200960,4171043,ZWELIMJONGILE SENIOR SECONDARY SCHOOL,2,11,10,90.9,4,13,10,76.9,5,26,13,50
200100005,4201001,ABERDEEN SENIOR SECONDARY SCHOOL,3,50,20,40,23,61,18,29.5,12,61,29,47.5
200100018,4201002,AEROVILLE SENIOR SECONDARY SCHOOL,3,70,48,68.6,21,98,56,57.1,19,69,58,84.1
200100041,4201003,ASHERVILLE SENIOR SECONDARY SCHOOL,3,79,48,60.8,15,95,51,53.7,47,69,52,75.4
200100105,4201004,CAREL DU TOIT HIGH SCHOOL,3,26,3,11.5,10,42,5,11.9,10,19,5,26.3
200101024,4201005,COOKHOUSE SENIOR SECONDARY SCHOOL,3,30,6,20,1,30,4,13.3,4,22,15,68.2
200100240,4201006,GCINIBUZWE COMBINED SCHOOL,3,9,7,77.8,1,12,8,66.7,6,10,5,50
200100250,4201007,GILL COLLEGE,5,44,44,100,0,53,53,100,0,62,60,96.8
200100311,4201008,HOeR VOLKSKOOL,5,51,51,100,1,64,63,98.4,3,59,59,100
200100314,4201009,HOeRSKOOL JANSENVILLE,3,34,33,97.1,11,48,42,87.5,9,31,26,83.9
200100359,4201010,JOHNSON NQONQOZA SENIOR SECONDARY SCHOOL,3,49,30,61.2,5,48,33,68.8,3,20,20,100
200100398,4201011,KLIPPLAAT SENIOR SECONDARY SCHOOL,3,15,5,33.3,7,15,5,33.3,4,7,7,100
200100592,4201012,NQWEBA SENIOR SECONDARY SCHOOL,3,64,37,57.8,6,48,37,77.1,19,76,52,68.4
200100621,4201013,PEARSTON SENIOR SECONDARY SCHOOL,3,33,7,21.2,12,70,19,27.1,2,26,8,30.8
200100722,4201014,SPANDAU SENIOR SECONDARY SCHOOL,3,156,100,64.1,3,118,58,49.2,29,89,63,70.8
200100807,4201015,UNION HIGH SCHOOL,5,51,49,96.1,1,61,59,96.7,0,64,60,93.8
200100024,4211001,ALEXANDRIA HIGH SCHOOL,3,32,21,65.6,0,37,26,70.3,8,41,29,70.7
200100270,4211004,GRAEME COLLEGE BOYS HIGH,5,76,74,97.4,0,54,53,98.1,0,62,62,100
200100300,4211005,HENDRICK KANISE COMBINED SCHOOL,3,10,8,80,0,14,6,42.9,0,11,8,72.7
200100612,4211006,HOeRSKOOL P.J OLIVIER,5,30,26,86.7,0,23,22,95.7,0,38,31,81.6
200100375,4211007,IKAMVALESIZWE COMBINED SCHOOL,3,37,21,56.8,0,42,20,47.6,0,44,18,40.9
200100382,4211008,KHUTLISO DANIELS SECONDARY SCHOOL,3,27,7,25.9,0,30,7,23.3,7,20,10,50
200100419,4211009,KUYASA COMBINED SCHOOL,3,51,38,74.5,0,56,44,78.6,34,47,28,59.6
200100493,4211010,MARY WATER HIGH SCHOOL,3,95,64,67.4,0,107,80,74.8,12,120,85,70.8
200100553,4211011,NATHANIEL NYALUZA SECONDARY SCHOOL,3,40,22,55,0,89,24,27,17,67,32,47.8
200100580,4211012,NOMBULELO SECONDARY SCHOOL,3,116,75,64.7,0,163,86,52.8,35,79,45,57
200100582,4211013,NOMPUCUKO COMBINED SCHOOL,3,35,10,28.6,0,25,7,28,43,25,14,56
200100583,4211014,NOMZAMO SECONDARY SCHOOL,3,60,50,83.3,0,54,43,79.6,3,52,48,92.3
200100597,4211015,NTSIKA SECONDARY SCHOOL,3,47,38,80.9,0,64,47,73.4,18,70,61,87.1
200100632,4211016,PORT ALFRED HIGH SCHOOL,5,63,61,96.8,0,55,52,94.5,0,57,54,94.7
200100767,4211018,T EM MRWETYANA SENIOR SECONDARY SCHOOOL,3,45,19,42.2,0,53,22,41.5,25,55,14,25.5
200100806,4211019,UKHANYO SECONDARY SCHOOL,3,43,26,60.5,0,85,18,21.2,17,14,7,50
200100814,4211020,VELILE SENIOR SECONDARY SCHOOL,3,30,21,70,0,48,22,45.8,0,36,31,86.1
200100820,4211021,VICTORIA GIRLS HIGH SCHOOL,5,84,84,100,0,83,83,100,0,69,69,100
200100858,4201016,WILLOWMORE SENIOR SECONDARY SCHOOL,3,100,57,57,24,98,67,68.4,9,94,72,76.6
200200001,4191001,A M SITYANA HIGH SCHOOL,2,42,25,59.5,3,41,16,39,19,45,18,40
200200005,4191002,ALFRED GIBA SENIOR SECONDARY SCHOOL,2,19,13,68.4,3,12,6,50,0,6,2,33.3
200200017,4191078,AMAZIZI SENIOR SECONDARY SCHOOL,3,123,91,74,3,135,92,68.1,6,154,75,48.7
200200022,4191004,ARCHIE VELILE SENIOR SECONDARY SCHOOL,3,95,78,82.1,9,103,57,55.3,3,88,38,43.2
200200028,4191005,B KAT SENIOR SECONDARY SCHOOL,3,20,17,85,2,27,11,40.7,6,25,12,48
200200044,4191006,BHISHO HIGH SCHOOL,3,178,165,92.7,1,189,162,85.7,19,243,205,84.4
200200058,4191007,BREIDBACH SENIOR SECONDARY SCHOOL,3,106,80,75.5,2,117,90,76.9,0,144,121,84
200600095,4191008,CATHCART HIGH SCHOOL,4,51,51,100,0,76,76,100,0,60,59,98.3
200200083,4191132,CHARLES MORGAN PUBLIC SCHOOL,3,,,0,0,16,6,37.5,3,31,18,58.1
200200103,4191009,DALE COLLEGE BOYS HIGH SCHOOL,5,114,104,91.2,0,117,103,88,2,104,90,86.5
200200126,4191010,DONDASHE SENIOR SECONDARY SCHOOL,2,38,10,26.3,0,40,11,27.5,0,28,12,42.9
200200983,4191011,DUMALISILE SECONDARY SCHOOL,3,40,10,25,0,50,19,38,0,36,10,27.8
200200156,4191012,EMFUNDWENI SENIOR SECONDARY SCHOOL,2,35,19,54.3,2,64,23,35.9,21,60,17,28.3
200200157,4191080,EMGWALI PUBLIC SCHOOL,3,63,22,34.9,0,56,14,25,0,63,19,30.2
200200165,4191013,ENOCH SONTONGA SENIOR SECONDARY SCHOOL,3,126,110,87.3,5,105,84,80,0,123,103,83.7
200200183,4191081,FORBES GRANT SENIOR SECONDARY SCHOOL,3,92,22,23.9,0,95,41,43.2,24,101,19,18.8
200600208,4191014,FUNDANI HIGH SCHOOL,3,97,47,48.5,4,99,51,51.5,1,139,70,50.4
200200196,4191015,GASELA HIGH SCHOOL,3,54,22,40.7,0,69,36,52.2,29,43,33,76.7
200200201,4191082,GEJU HIGH SCHOOL,2,27,13,48.1,0,12,10,83.3,0,21,11,52.4
200200226,4191016,GUSHIPHELA SENIOR SECONDARY SCHOOL,2,15,9,60,0,26,21,80.8,0,19,15,78.9
200200233,4191017,H.H MAJIZA SENIOR SECONDARY SCHOOL,3,35,10,28.6,0,28,16,57.1,0,33,11,33.3
200200240,4191019,HECTOR PETERSON HIGH SCHOOL,3,166,123,74.1,0,218,157,72,32,167,144,86.2
200200252,4191020,HOeRSKOOL DE VOS MALAN,5,68,64,94.1,0,59,57,96.6,1,84,82,97.6
200200254,4191083,HOHO SENIOR SECONDARY SCHOOL,3,39,30,76.9,0,39,20,51.3,0,41,16,39
200200267,4191084,IMIDUSHANE SENIOR SECONDARY SCHOOL,3,44,18,40.9,3,25,12,48,0,48,31,64.6
200200270,4191021,IMIQHAYI SENIOR SECONDARY SCHOOL,3,38,22,57.9,14,59,37,62.7,6,58,37,63.8
200201016,4191114,IQONCE HIGH SCHOOL,3,49,28,57.1,6,50,19,38,10,39,20,51.3
200200763,4191023,ISIHOBOTI PUBLIC COMBINED SCHOOL,3,13,12,92.3,0,23,21,91.3,0,37,31,83.8
200200285,4191085,JALI HIGH SCHOOL,2,29,21,72.4,1,32,21,65.6,7,43,24,55.8
200200290,4191025,JIM MVABAZA SENIOR SECONDARY SCHOOL,2,22,10,45.5,0,25,23,92,0,25,16,64
200200295,4191026,JONGILE NOMPONDO PUBLIC SCHOOL,3,111,82,73.9,0,218,86,39.4,24,193,128,66.3
200200299,4191108,JULY SENIOR SECONDARY SCHOOL,2,21,17,81,0,10,8,80,0,22,10,45.5
200200303,4191086,KANANA SENIOR SECONDARY SCHOOL,2,26,14,53.8,0,15,8,53.3,0,31,7,22.6
200200306,4191027,KAULELA SENIOR SECONDARY SCHOOL,2,20,14,70,0,5,3,60,0,18,7,38.9
200200308,4191028,KEI ROAD COMBINED SCHOOL,3,20,5,25,0,22,13,59.1,16,34,3,8.8
200201078,4182091,KINGS COLLEGE,99,,,0,0,17,13,76.5,0,23,20,87
200200300,4191029,KINGSRIDGE HIGH SCHOOL,5,92,92,100,0,88,88,100,0,92,92,100
200200328,4191087,KUBUSIE COMBINES SCHOOL,3,62,34,54.8,3,89,36,40.4,14,69,40,58
200200334,4191088,KUYASA SENIOR SECONDARY SCHOOL,3,67,43,64.2,13,132,71,53.8,0,115,70,60.9
200200345,4191033,KWEZILENTABA SENIOR SECONDARY SCHOOL,3,13,10,76.9,0,13,7,53.8,0,13,5,38.5
200200725,4191056,RABULA SENIOR SECONDARY SCHOOL,3,12,0,0,0,17,3,17.6,10,15,9,60
200200729,4191099,RESHWA SENIOR SECONDARY SCHOOL,3,14,5,35.7,0,11,7,63.6,1,12,3,25
200200730,4191100,RICHARD VARHA HIGH SCHOOL,3,125,108,86.4,0,139,108,77.7,19,187,143,76.5
200200744,4191121,SAKUPHUMELELA SEN SEC SCHOOL,2,,,0,,,,,0,28,13,46.4
200200770,4191057,SIMZAMILE SENIOR SECONDARY SCHOOL,3,46,24,52.2,1,49,27,55.1,5,65,15,23.1
200200773,4191133,SINETHEMBA PUBLIC SCHOOL,3,,,0,,,,,0,36,8,22.2
200200789,4191058,SIYABABALWA SENIOR SECONDARY SCHOOL,3,27,10,37,1,27,17,63,6,22,11,50
200200791,4191059,SIYAKHULA PUBLIC SCHOOL,3,55,25,45.5,0,53,20,37.7,1,47,8,17
200200797,4191060,SIYAZAMA SENIOR SECONDARY SCHOOL,3,19,15,78.9,0,34,20,58.8,0,28,17,60.7
200200970,4191101,SIZINGISILE SENIOR SECONDARY SCHOOL,2,30,13,43.3,2,53,27,50.9,0,33,25,75.8
200200800,4191102,SOBANTU SENIOR SECONDARY SCHOOL,2,39,29,74.4,1,47,30,63.8,9,41,22,53.7
200200810,4191061,SOTININI SENIOR SECONDARY SCHOOL,2,19,12,63.2,0,13,3,23.1,0,14,6,42.9
200200977,4191062,ST CHARLES SOJOLA HIGH SCHOOL,3,20,15,75,0,44,28,63.6,9,46,23,50
200201045,4192063,ST CHRISTOPHERS PRIVATE SCHOOL,99,49,42,85.7,1,76,70,92.1,0,74,65,87.8
200200816,4191064,ST MATTHEWS HIGH SCHOOL,2,97,64,66,10,84,65,77.4,0,96,88,91.7
200601179,4192113,ST. THOMAS PRIVATE SCHOOL,99,35,33,94.3,0,41,35,85.4,0,38,37,97.4
200200824,4191065,STUTTEREIM HIGH SCHOOL,4,47,45,95.7,0,53,53,100,0,51,50,98
200200837,4191066,THEMBALABANTU HIGH SCHOOL,3,119,75,63,0,170,79,46.5,8,133,63,47.4
200200838,4191103,THEMBALESIZWE SEN SEC SCHOOL,3,26,14,53.8,0,30,7,23.3,2,22,5,22.7
200200831,4191111,THEMBELANI HIGH SCHOOL,3,17,4,23.5,0,17,6,35.3,0,19,9,47.4
200200848,4191067,TOISE SENIOR SECONDARY SCHOOL,3,73,52,71.2,0,112,91,81.3,40,123,93,75.6
200200871,4191106,ULANA SENIOR SECONDARY SCHOOL,3,16,4,25,2,18,9,50,5,27,7,25.9
200200596,4191105,VICTORIA MXENGE HIGH SCHOOL,3,31,19,61.3,0,25,14,56,0,11,3,27.3
200200885,4191068,VUKILE TSHWETE SENIOR SECONDARY SCHOOL,2,35,17,48.6,0,50,18,36,0,69,33,47.8
200201051,4191131,WEST BANK SEN SEC SCHOOL,4,34,23,67.6,3,35,29,82.9,0,47,40,85.1
200900211,4191069,XOLANI SENIOR SECONDARY SCHOOL,3,82,79,96.3,0,101,73,72.3,8,97,58,59.8
200200913,4191070,Z K MATTHEWS SENIOR SECONDARY SCHOOL,3,88,20,22.7,19,115,35,30.4,27,83,11,13.3
200200924,4191071,ZANEMFUNDO SENIOR SENIOR SCHOOL,2,44,4,9.1,0,46,11,23.9,0,37,14,37.8
200200925,4191072,ZANEMPUCUKO SENIOR SECONDARY SCHOOL,3,127,84,66.1,0,119,59,49.6,13,117,88,75.2
200200932,4191073,ZANOVUYO SENIOR SECONDARY SCHOOL,2,48,21,43.8,0,45,16,35.6,4,43,19,44.2
200200951,4191075,ZUKHANYE SENIOR SECONDARY SCHOOL,3,45,36,80,10,52,33,63.5,15,55,35,63.6
200200956,4191076,ZWELAMANDLOVU SENIOR SECONDARY SCHOOL,3,20,2,10,0,26,1,3.8,0,11,4,36.4
200300708,4191077,ZWELIVUMILE SENIOR SECONDARY SCHOOL,2,85,65,76.5,43,156,106,67.9,21,123,89,72.4
200600677,4081024,BENGU AGRICULTURAL HIGH SCHOOL,,,,0,2,36,11,30.6,16,38,10,26.3
200600082,4081001,CACADU SENIOR SECONDARY SCHOOL,2,44,20,45.5,8,45,18,40,39,50,10,20
200600139,4081002,DORDRECHT HIGH SCHOOL,4,30,30,100,0,34,33,97.1,0,41,39,95.1
200600155,4081003,ECHIBINI SENIOR SECONDARY SCHOOL,3,56,15,26.8,1,90,7,7.8,4,58,15,25.9
200600204,4081004,FREEMANTLE SENIOR SECONDARY SCHOOL,2,99,76,76.8,38,117,69,59,17,67,56,83.6
200600211,4081005,GCINUBUZWE SENIOR SECONDARY SCHOOL,1,67,40,59.7,3,58,24,41.4,28,67,27,40.3
200600282,4081006,IDA HIGH SCHOOL,2,28,24,85.7,1,28,15,53.6,0,30,7,23.3
200600286,4081007,IKHWEZI LOKUSA SENIOR SECONDARY SCHOOL,1,19,11,57.9,6,16,1,6.3,21,21,4,19
200600296,4081008,INDWE HIGH SCHOOL,4,40,34,85,1,40,38,95,2,39,28,71.8
200600301,4081025,ISIVIVANE SENIOR SECONDARY,1,,,0,0,17,9,52.9,4,12,3,25
200600353,4081009,KWA-MHLONTLO SENIOR SECONDARY SCHOOL,1,53,16,30.2,37,99,27,27.3,14,69,19,27.5
200600394,4081010,LUKHANYO HIGH SCHOOL,2,36,24,66.7,18,101,22,21.8,18,57,22,38.6
200600447,4081011,MASIKHANYISE HIGH SCHOOL,3,102,81,79.4,29,135,86,63.7,30,125,69,55.2
200600470,4081012,MCEULA SENIOR SECONDARY SCHOOL,3,78,25,32.1,5,60,37,61.7,11,65,21,32.3
600977,4081029,MKAPUSI SENIOR SECONDARY SCHOOL,,,,0,,,,,0,22,1,4.5
